MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,YrSold,SaleType,SaleCondition,GarageYrBlt_2,MoSold_2,ln_y
30,RM,6900,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,5,6,1940,1955,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,ALQ,403,Rec,125,212,740,Ex,778,0,0,778,0,0,1,0,2,1,TA,4,1,Gd,Detchd,Fin,1,924,Ex,0,25,0,0,0,0,No_Fence,0,2008,WD,Normal,1950_1980,Janvier_Mars,11.699405031912846
20,RL,7917,IR1,Lvl,Corner,Edwards,Norm,1Fam,1Story,6,7,1976,1976,Hip,HdBoard,HdBoard,GdPrv,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,751,Unf,0,392,1143,TA,1113,0,0,1113,1,0,1,1,3,1,TA,6,1,Fa,Attchd,RFn,1,504,TA,370,30,0,0,0,0,GdPrv,0,2007,WD,Normal,1980_200,Avril_Juin,11.904967552746252
60,FV,10728,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,No_Fence,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1095,1095,Gd,1095,844,0,1939,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,RFn,3,1053,TA,192,51,0,0,0,0,No_Fence,0,2006,New,Partial,2000_plus,Juillet_Septembre,12.491251587763836
20,RL,39104,IR1,Low,CulDSac,ClearCr,Norm,1Fam,1Story,7,7,1954,2005,Flat,Plywood,Plywood,No_Fence,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,226,GLQ,1063,96,1385,Ex,1363,0,0,1363,1,0,1,0,2,1,TA,5,2,TA,Attchd,Unf,2,439,TA,81,0,0,0,0,0,No_Fence,0,2008,WD,Normal,1950_1980,Avril_Juin,12.394624752074764
60,RL,11764,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,8,7,1999,2007,Gable,VinylSd,VinylSd,No_Fence,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524,Unf,0,628,1152,Ex,1164,1106,0,2270,0,0,2,1,4,1,Gd,9,1,Gd,Attchd,Fin,3,671,TA,132,57,0,0,0,0,No_Fence,0,2010,WD,Normal,1980_200,Avril_Juin,12.577636201962656
20,RL,9600,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,6,1958,1988,Hip,Wd Sdng,Wd Sdng,MnPrv,183.0,TA,TA,CBlock,TA,TA,No,Rec,620,LwQ,620,0,1240,Gd,1632,0,0,1632,1,0,2,0,3,1,TA,6,1,Gd,Attchd,RFn,1,338,TA,289,0,0,0,0,0,MnPrv,0,2009,WD,Normal,1950_1980,Avril_Juin,11.842229212112828
20,RL,8314,Reg,Lvl,Corner,Mitchel,Norm,1Fam,1Story,5,7,1982,1982,Gable,HdBoard,ImStucc,No_Fence,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,546,Unf,0,270,816,TA,816,0,0,816,0,0,1,0,2,1,TA,5,0,No_FirePlace,Attchd,Unf,1,264,TA,168,0,0,0,0,0,No_Fence,0,2007,WD,Normal,1980_200,Avril_Juin,11.732060994886899
50,RL,7264,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,Wd Sdng,Wd Sdng,No_Fence,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,952,952,Gd,952,596,0,1548,0,0,2,1,3,1,Ex,5,0,No_FirePlace,Detchd,Unf,2,672,TA,74,0,0,0,144,0,No_Fence,0,2009,WD,Normal,1950_1980,Octobre_Decembre,12.230765258120545
20,RL,9196,IR1,Lvl,Inside,Mitchel,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,No_Fence,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1560,1560,Ex,1560,0,0,1560,0,0,2,0,3,1,Gd,7,0,No_FirePlace,Attchd,Fin,2,573,TA,100,150,0,0,0,0,No_Fence,0,2010,WD,Normal,2000_plus,Avril_Juin,12.211060187041213
20,RL,19138,Reg,Lvl,Corner,Gilbert,Norm,1Fam,1Story,4,5,1951,1951,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120,Unf,0,744,864,Ex,864,0,0,864,0,0,1,0,2,1,TA,4,0,No_FirePlace,Detchd,Unf,2,400,TA,0,0,0,0,0,0,No_Fence,0,2010,WD,Normal,1950_1980,Avril_Juin,11.856515169360305
20,RL,14450,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9,5,2006,2007,Gable,CemntBd,CmentBd,No_Fence,315.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2121,2121,Ex,2121,0,0,2121,0,0,2,1,3,1,Ex,8,1,Ex,Attchd,Fin,3,732,TA,124,98,0,0,142,0,No_Fence,0,2007,New,Partial,2000_plus,Avril_Juin,12.936751613811438
60,RL,10005,Reg,Lvl,Inside,ClearCr,Norm,1Fam,2Story,7,5,1977,1977,Hip,Plywood,Plywood,No_Fence,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,392,Unf,0,768,1160,Ex,1156,866,0,2022,0,0,2,1,4,1,TA,8,1,TA,Attchd,Fin,2,505,TA,288,117,0,0,0,0,No_Fence,0,2008,WD,Normal,1950_1980,Janvier_Mars,12.165250651009918
60,RL,11287,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,6,1989,1989,Gable,Plywood,Plywood,No_Fence,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,421,Unf,0,386,807,Gd,1175,807,0,1982,0,0,2,1,3,1,Gd,7,1,TA,Attchd,Fin,2,575,TA,0,84,0,196,0,0,No_Fence,0,2007,WD,Normal,1980_200,Janvier_Mars,12.339291489316397
20,FV,7200,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,6,5,2006,2006,Gable,VinylSd,VinylSd,No_Fence,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,905,Unf,0,357,1262,Gd,1262,0,0,1262,0,0,2,0,2,1,Gd,5,0,No_FirePlace,Attchd,Fin,2,572,TA,0,120,0,0,0,0,No_Fence,0,2006,New,Partial,2000_plus,Avril_Juin,12.128111104060462
120,RL,5063,Reg,Lvl,Inside,NridgHt,Norm,Twnhs,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,No_Fence,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,Ex,1314,0,0,1314,1,0,2,0,2,1,Gd,6,1,Gd,Attchd,RFn,2,626,TA,172,62,0,0,0,0,No_Fence,0,2009,ConLw,Normal,2000_plus,Avril_Juin,12.24288661865289
20,RL,9612,Reg,Lvl,Inside,Somerst,Feedr,1Fam,1Story,8,5,2008,2009,Gable,VinylSd,VinylSd,No_Fence,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,1468,Ex,1468,0,0,1468,0,0,2,0,3,1,Gd,6,1,Gd,Attchd,Fin,3,898,TA,210,150,0,0,0,0,No_Fence,0,2009,New,Partial,2000_plus,Octobre_Decembre,12.407379502235209
120,RL,8012,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,Plywood,ImStucc,No_Fence,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,430,Unf,0,1145,1575,Gd,1575,0,0,1575,1,0,2,0,2,1,Gd,5,0,No_FirePlace,Attchd,RFn,2,529,TA,0,0,52,0,0,0,No_Fence,0,2007,WD,Normal,1980_200,Juillet_Septembre,12.096257779522967
160,FV,4251,IR1,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,MetalSd,MetalSd,No_Fence,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,625,Ex,625,625,0,1250,0,0,2,1,2,1,Gd,5,0,No_FirePlace,Detchd,RFn,2,528,TA,0,54,0,0,0,0,No_Fence,0,2007,New,Partial,2000_plus,Avril_Juin,12.011880916165731
50,RL,9786,IR1,Bnk,Inside,NAmes,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,Wd Sdng,Wd Sdng,GdPrv,0.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,312,912,TA,1085,649,0,1734,0,0,1,1,3,1,Gd,7,1,Gd,Attchd,RFn,2,440,TA,0,0,0,0,128,0,GdPrv,0,2006,WD,Normal,1950_1980,Avril_Juin,11.976659481202368
20,RL,8125,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,4,4,1971,1971,Gable,HdBoard,HdBoard,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,BLQ,614,Unf,0,244,858,TA,858,0,0,858,0,0,1,0,3,1,TA,5,0,No_FirePlace,No_Garage,No_Garage,0,0,No_Garage,0,0,0,0,0,0,No_Fence,0,2006,WD,Normal,None,Avril_Juin,11.385092093460344
20,RL,9819,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1967,1967,Gable,MetalSd,MetalSd,MnPrv,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450,Unf,0,432,882,TA,900,0,0,900,0,0,1,0,3,1,TA,5,0,No_FirePlace,Detchd,Unf,1,280,TA,0,0,0,0,0,0,MnPrv,0,2010,WD,Normal,1950_1980,Janvier_Mars,11.711776323715394
70,RL,8730,Reg,Lvl,Inside,BrkSide,RRAn,1Fam,2Story,6,7,1915,2003,Gable,Wd Sdng,Wd Sdng,No_Fence,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,698,698,Ex,698,698,0,1396,0,0,1,0,3,1,TA,7,0,No_FirePlace,Detchd,Unf,1,384,TA,0,0,0,0,259,0,No_Fence,0,2007,WD,Normal,2000_plus,Juillet_Septembre,11.941944326032129
60,RL,15611,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,No_Fence,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1079,1079,Ex,1079,840,0,1919,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,RFn,2,685,Gd,0,51,0,0,0,0,No_Fence,0,2006,New,Partial,2000_plus,Juillet_Septembre,12.359780370124389
190,RL,5687,Reg,Bnk,Inside,SWISU,Norm,2fmCon,2Story,5,6,1912,2000,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,Fa,PConc,TA,Fa,No,Rec,210,Unf,0,570,780,Ex,936,780,0,1716,1,0,2,0,6,1,Fa,9,0,No_FirePlace,No_Garage,No_Garage,0,0,No_Garage,0,184,0,0,0,0,No_Fence,0,2008,WD,Normal,None,Janvier_Mars,11.819674600139235
50,RL,11409,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,Wd Sdng,Wd Sdng,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,LwQ,292,Unf,0,476,768,Gd,1148,568,0,1716,0,0,1,1,3,1,TA,8,1,Gd,Attchd,Unf,1,281,TA,0,0,0,0,160,0,No_Fence,0,2009,WD,Normal,1900_1950,Janvier_Mars,11.782952602183288
60,RL,16659,IR1,Lvl,Corner,NWAmes,PosA,1Fam,2Story,7,7,1977,1994,Gable,Plywood,Plywood,No_Fence,34.0,TA,TA,CBlock,TA,TA,No,ALQ,795,Unf,0,0,795,Fa,1468,795,0,2263,1,0,2,1,3,1,Gd,9,1,TA,Attchd,Fin,2,539,TA,0,250,0,0,0,0,No_Fence,0,2006,WD,Normal,1950_1980,Janvier_Mars,12.367340793126296
20,RL,9600,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1953,1953,Hip,HdBoard,HdBoard,No_Fence,238.0,TA,TA,CBlock,TA,TA,No,GLQ,1285,Unf,0,131,1416,TA,1644,0,0,1644,1,0,1,0,3,1,TA,7,2,Gd,Attchd,Fin,2,418,TA,110,0,0,0,0,0,No_Fence,0,2009,WD,Normal,1950_1980,Octobre_Decembre,12.025749091398891
80,RL,7937,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,SLvl,6,6,1984,1984,Gable,HdBoard,HdBoard,GdPrv,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,819,Unf,0,184,1003,TA,1003,0,0,1003,1,0,1,0,3,1,TA,6,0,No_FirePlace,Detchd,Unf,2,588,TA,120,0,0,0,0,0,GdPrv,0,2006,WD,Normal,1980_200,Janvier_Mars,11.867097278690842
50,RM,13710,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,Wd Sdng,Wd Sdng,MnPrv,0.0,TA,TA,CBlock,TA,TA,No,BLQ,420,Unf,0,490,910,TA,910,648,0,1558,0,0,1,1,4,1,TA,6,0,No_FirePlace,Attchd,Unf,1,282,TA,289,0,0,0,0,0,MnPrv,0,2007,WD,Normal,1950_1980,Avril_Juin,11.931635799828413
60,FV,7399,IR1,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,1997,1998,Hip,VinylSd,VinylSd,No_Fence,1600.0,Gd,TA,PConc,Gd,TA,No,BLQ,649,Unf,0,326,975,Ex,975,975,0,1950,0,0,2,1,3,1,Gd,7,1,TA,Detchd,RFn,2,576,TA,0,10,0,0,198,0,No_Fence,0,2007,WD,Normal,1980_200,Avril_Juin,12.384218830913648
60,RL,11700,Reg,Lvl,Inside,NWAmes,Norm,1Fam,2Story,6,6,1968,1968,Mansard,HdBoard,AsphShn,No_Fence,365.0,Gd,TA,CBlock,TA,TA,No,ALQ,384,Rec,175,143,702,Gd,1041,702,0,1743,0,1,1,2,3,1,TA,7,1,Gd,Attchd,Unf,2,539,TA,224,0,0,0,0,0,No_Fence,0,2007,WD,Normal,1950_1980,Avril_Juin,12.072541252905651
20,RL,14000,Reg,Lvl,Inside,Crawfor,Norm,1Fam,1Story,6,8,1950,2004,Gable,HdBoard,HdBoard,GdPrv,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,1092,1092,Ex,1152,0,0,1152,0,1,1,0,3,1,Gd,6,1,Gd,Attchd,Unf,1,300,TA,0,36,0,0,0,0,GdPrv,0,2009,WD,Family,1950_1980,Juillet_Septembre,11.973509872299472
190,RL,15750,Reg,Lvl,Corner,Crawfor,Norm,2fmCon,1Story,5,5,1953,1953,Hip,MetalSd,MetalSd,No_Fence,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,841,Unf,0,324,1165,TA,1336,0,0,1336,1,0,1,0,2,1,TA,5,2,Gd,Attchd,Unf,1,375,TA,0,0,0,0,0,0,No_Fence,0,2006,WD,Normal,1950_1980,Avril_Juin,11.964001084330445
60,RL,16226,IR3,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,1998,1999,Gable,VinylSd,VinylSd,No_Fence,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,281,Unf,0,747,1028,Ex,1210,1242,0,2452,0,0,2,1,4,1,Gd,9,1,TA,BuiltIn,Fin,2,683,TA,208,50,0,0,0,0,No_Fence,0,2007,WD,Normal,1980_200,Avril_Juin,12.495003937382387
20,RL,13704,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,7,5,2001,2002,Gable,VinylSd,VinylSd,No_Fence,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1541,1541,Ex,1541,0,0,1541,0,0,2,0,3,1,Gd,6,1,TA,Attchd,RFn,3,843,TA,468,81,0,0,0,0,No_Fence,0,2006,WD,Normal,2000_plus,Janvier_Mars,12.230765258120545
20,RL,9800,Reg,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Gable,VinylSd,VinylSd,GdWo,0.0,TA,TA,PConc,TA,TA,No,ALQ,894,Unf,0,0,894,TA,894,0,0,894,1,0,1,0,3,1,TA,5,0,No_FirePlace,Attchd,Unf,2,552,TA,256,0,0,0,0,0,GdWo,0,2006,WD,Abnorml,1950_1980,Juillet_Septembre,11.917723684090689
75,RM,18386,Reg,Lvl,Inside,OldTown,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CemntBd,CmentBd,No_Fence,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1470,1470,Ex,1675,1818,0,3493,0,0,3,0,3,1,Gd,10,1,Ex,Attchd,Unf,3,870,TA,302,0,0,0,0,0,No_Fence,0,2008,WD,Normal,2000_plus,Avril_Juin,12.594730635321957
20,RL,10386,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,2004,2005,Gable,CemntBd,CmentBd,No_Fence,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,1464,Unf,0,536,2000,Ex,2000,0,0,2000,1,0,2,0,3,1,Gd,8,0,No_FirePlace,Attchd,Fin,3,888,TA,168,0,0,0,0,0,No_Fence,0,2007,WD,Normal,2000_plus,Juillet_Septembre,12.631013530138995
60,RL,13474,Reg,Lvl,Inside,SawyerW,Feedr,1Fam,2Story,7,5,1990,1991,Gable,HdBoard,Plywood,No_Fence,246.0,Gd,TA,CBlock,Gd,TA,No,ALQ,700,Unf,0,0,700,Gd,1122,1121,0,2243,1,0,2,1,4,1,Gd,8,1,TA,Attchd,RFn,3,746,TA,127,44,224,0,0,0,No_Fence,0,2007,WD,Normal,1980_200,Avril_Juin,12.323855681186558
50,RM,7920,IR1,Lvl,Inside,IDOTRR,Artery,1Fam,1.5Fin,6,7,1920,1950,Gable,MetalSd,MetalSd,MnPrv,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,319,319,TA,1035,371,0,1406,0,0,1,0,3,1,Fa,6,0,No_FirePlace,No_Garage,No_Garage,0,0,No_Garage,0,144,0,0,0,0,MnPrv,0,2008,WD,Normal,None,Janvier_Mars,11.401993904262946
30,RL,12342,IR1,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,5,1940,1950,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,BLQ,262,Unf,0,599,861,Ex,861,0,0,861,0,0,1,0,1,1,TA,4,0,No_FirePlace,Detchd,Unf,2,539,TA,158,0,0,0,0,0,No_Fence,0,2009,WD,Normal,1950_1980,Janvier_Mars,11.320553572322773
20,RL,12378,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9,5,2003,2004,Gable,VinylSd,VinylSd,No_Fence,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,Unf,0,622,1896,Ex,1944,0,0,1944,1,0,2,0,3,1,Ex,8,3,Ex,Attchd,Fin,3,708,TA,208,175,0,0,0,0,No_Fence,0,2006,WD,Normal,2000_plus,Octobre_Decembre,12.793859310432293
60,RL,7685,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1993,1994,Gable,HdBoard,HdBoard,No_Fence,112.0,TA,TA,PConc,Gd,TA,No,ALQ,518,Unf,0,179,697,Gd,697,804,0,1501,0,0,2,1,3,1,Gd,6,1,TA,Attchd,Fin,2,420,TA,190,63,0,0,0,0,No_Fence,0,2006,WD,Normal,1980_200,Avril_Juin,12.017330520933296
20,RL,8000,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1948,2002,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,680,Unf,0,292,972,Ex,972,0,0,972,1,0,1,0,2,1,TA,5,1,Gd,Detchd,Unf,1,240,TA,0,0,0,0,0,0,No_Fence,0,2009,WD,Normal,1900_1950,Avril_Juin,11.790557201568507
190,RM,7800,Reg,Lvl,Inside,OldTown,Artery,2fmCon,1.5Fin,5,7,1939,1950,Gable,MetalSd,MetalSd,MnPrv,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507,Unf,0,286,793,TA,793,325,0,1118,1,0,1,0,3,1,TA,5,1,Gd,Detchd,Unf,2,410,TA,0,0,0,0,271,0,MnPrv,0,2006,WD,Normal,1900_1950,Avril_Juin,11.694413341015606
20,RL,215245,IR3,Low,Inside,Timber,Norm,1Fam,1Story,7,5,1965,1965,Hip,BrkFace,BrkFace,No_Fence,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236,Rec,820,80,2136,TA,2036,0,0,2036,2,0,2,0,3,1,TA,8,2,Gd,Attchd,RFn,2,513,TA,0,0,0,0,0,0,No_Fence,0,2009,WD,Normal,1950_1980,Avril_Juin,12.834681304952548
70,RM,9600,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,7,7,1925,1990,Gable,Wd Sdng,Wd Sdng,No_Fence,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,16,Unf,0,712,728,Ex,832,809,0,1641,0,1,1,1,3,1,Ex,6,1,Gd,Detchd,Unf,2,546,Fa,0,0,234,0,0,0,No_Fence,0,2006,WD,Normal,1900_1950,Juillet_Septembre,12.089538829274222
60,RL,7795,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,No_Fence,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,425,Unf,0,291,716,Ex,716,716,0,1432,1,0,2,1,3,1,Gd,6,1,Gd,Attchd,Fin,2,432,TA,100,51,0,0,0,0,No_Fence,0,2009,WD,Normal,2000_plus,Juillet_Septembre,12.146853285870202
60,RL,13005,IR1,Lvl,Corner,NWAmes,Norm,1Fam,2Story,7,7,1980,1980,Gable,CemntBd,CmentBd,GdPrv,278.0,Gd,TA,CBlock,Gd,TA,No,GLQ,692,Unf,0,153,845,TA,1153,1200,0,2353,1,0,2,1,4,1,Ex,10,1,TA,Attchd,RFn,2,484,TA,288,195,0,0,0,0,GdPrv,0,2009,WD,Normal,1980_200,Juillet_Septembre,12.468436909997665
60,FV,9000,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,No_Fence,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1088,1088,Ex,1088,871,0,1959,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,RFn,3,1025,TA,208,46,0,0,0,0,No_Fence,0,2007,WD,Normal,2000_plus,Octobre_Decembre,12.506177237980511
60,RL,9900,Reg,Low,Inside,NoRidge,Norm,1Fam,2Story,7,5,1993,1993,Gable,HdBoard,HdBoard,No_Fence,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,987,Unf,0,360,1347,Ex,1372,1274,0,2646,1,0,2,1,4,1,Gd,9,1,TA,Attchd,RFn,3,656,TA,340,60,144,0,0,0,No_Fence,0,2009,WD,Normal,1980_200,Avril_Juin,12.468436909997665
80,RL,14115,Reg,Lvl,Inside,NWAmes,Norm,1Fam,SLvl,7,5,1980,1980,Gable,Plywood,Plywood,No_Fence,225.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1036,Unf,0,336,1372,TA,1472,0,0,1472,1,0,2,0,3,1,TA,6,2,TA,Attchd,Unf,2,588,TA,233,48,0,0,0,0,No_Fence,0,2009,WD,Normal,1980_200,Avril_Juin,12.141534124392603
60,RL,16259,Reg,Lvl,Corner,NridgHt,Norm,1Fam,2Story,9,5,2006,2006,Gable,VinylSd,VinylSd,No_Fence,370.0,TA,TA,PConc,Ex,Gd,Av,Unf,0,Unf,0,1249,1249,Ex,1249,1347,0,2596,0,0,3,1,4,1,Gd,9,0,No_FirePlace,Attchd,RFn,3,840,TA,240,154,0,0,0,0,No_Fence,0,2006,New,Partial,2000_plus,Juillet_Septembre,12.7444443677961
60,RL,12099,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2004,2004,Gable,VinylSd,VinylSd,No_Fence,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,970,Unf,0,166,1136,Ex,1136,1332,0,2468,1,0,2,1,4,1,Gd,10,1,Gd,BuiltIn,Fin,3,872,TA,184,154,0,0,0,0,No_Fence,0,2007,WD,Normal,2000_plus,Avril_Juin,12.777052192115912
60,RL,10380,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,1986,1987,Gable,Plywood,Plywood,MnPrv,172.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,28,ALQ,1474,0,1502,Ex,1553,1177,0,2730,1,0,2,1,4,1,Gd,8,1,TA,Attchd,Fin,2,576,TA,201,96,0,0,0,0,MnPrv,0,2007,WD,Normal,1980_200,Juillet_Septembre,12.614865543731012
20,RM,5820,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,3,8,1955,2005,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,256,Unf,0,906,1162,Ex,1163,0,0,1163,1,0,1,0,3,1,TA,6,0,No_FirePlace,Attchd,Unf,1,220,Fa,142,98,0,0,0,0,No_Fence,0,2006,WD,Normal,1950_1980,Juillet_Septembre,11.745425111208464
80,RL,11275,Reg,Lvl,Corner,NAmes,PosN,1Fam,SLvl,7,7,1967,2007,Mansard,Wd Sdng,Wd Sdng,No_Fence,300.0,Gd,Gd,CBlock,Gd,TA,No,Unf,0,Unf,0,710,710,Ex,1898,1080,0,2978,0,0,2,1,5,1,Gd,11,1,Gd,BuiltIn,Fin,2,564,TA,240,0,0,0,0,0,No_Fence,0,2010,WD,Normal,1950_1980,Avril_Juin,12.396693005138824
45,RM,5000,Reg,Lvl,Inside,IDOTRR,RRAe,1Fam,1.5Unf,5,6,1941,1950,Gable,MetalSd,MetalSd,No_Fence,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,116,Unf,0,604,720,Po,803,0,0,803,0,0,1,0,2,1,TA,5,0,No_FirePlace,Detchd,Unf,2,360,TA,0,0,244,0,0,0,No_Fence,0,2007,WD,Normal,1900_1950,Octobre_Decembre,11.37366339763672
120,RL,10846,IR1,Lvl,CulDSac,Veenker,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,BrkFace,BrkFace,No_Fence,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1619,Unf,0,100,1719,Ex,1719,0,0,1719,2,0,1,1,1,1,Gd,6,2,Gd,Attchd,Fin,2,473,TA,122,30,0,0,0,0,No_Fence,0,2008,Con,Normal,1980_200,Avril_Juin,12.688498794774466
20,RL,11600,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1960,1960,Hip,Wd Sdng,Wd Sdng,No_Fence,175.0,TA,TA,CBlock,TA,TA,No,Rec,565,Unf,0,818,1383,TA,1383,0,0,1383,0,0,1,1,3,1,TA,7,0,No_FirePlace,Attchd,RFn,1,292,TA,0,45,0,0,0,0,No_Fence,0,2006,WD,Normal,1950_1980,Avril_Juin,11.886211674714158
